id,name,species_id,life_span,temperament,origin,country_codes,country_code,description,bred_for,perfect_for,breed_group,history,reference_image_id,weight,height,image,weight_metric_raw,weight_min,weight_max,weight_mean,height_metric_raw,height_min,height_max,height_mean,life_min,life_max,life_mean,size_cat,temperament_list
222,Shiba Inu,2,,"Alert, confident, intelligent, independent, loyal, courageous",Japan,JP,JP,"An ancient Japanese spitz breed with a small, compact, well-muscled frame and distinctive fox-like appearance. Known for its spirited personality, confident bearing, and agile movement.",,,Non-Sporting,"One of Japan's six oldest native breeds, originally developed for hunting small game in mountainous terrain. Nearly extinct after WWII but saved through dedicated breeding programs. First brought to the United States in 1954.",tLV9uXVpog,"{'imperial': 'Male: 18-24; Female: 15-20', 'metric': 'Male: 8-11; Female: 7-9'}","{'imperial': 'Male: 14.5-16.5; Female: 13.5-15.5', 'metric': 'Male: 37-42; Female: 34-39'}","{'id': 'tLV9uXVpog', 'url': 'https://cdn4.thedogapi.com/optimized/tLV9uXVpog.jpg', 'width': 1200, 'height': 896}",Male: 8-11; Female: 7-9,7.0,11.0,8.75,Male: 37-42; Female: 34-39,34.0,42.0,38.0,,,,small,"['Alert', 'confident', 'intelligent', 'independent', 'loyal', 'courageous']"
223,Shih Tzu,2,10-18,"Affectionate, playful, outgoing, loyal",Tibet/China,CN,CN,"Small, sturdy toy breed with a distinctive short snout, large dark eyes, and luxurious long flowing double coat. Known for their charming, affectionate companion temperament",,,Toy,"Ancient breed developed in Tibetan monasteries and refined by imperial breeders in Chinese palace courts. Believed to descend from Tibetan breeds, possibly crosses between Lhasa Apso and Pekingese, prized as house pets for centuries",FpTUahuFwc,"{'imperial': '9-16', 'metric': '4-7'}","{'imperial': '9-10.5', 'metric': '23-27'}","{'id': 'FpTUahuFwc', 'url': 'https://cdn4.thedogapi.com/optimized/FpTUahuFwc.jpg', 'width': 1152, 'height': 928}",4-7,4.0,7.0,5.5,23-27,23.0,27.0,25.0,10.0,18.0,14.0,small,"['Affectionate', 'playful', 'outgoing', 'loyal']"
225,Shiloh Shepherd,2,9-14,"Calm, gentle, intelligent, loyal, confident, affectionate","New York, United States",US,US,"Large, well-balanced shepherd breed developed from German Shepherds with a plush double coat, bred specifically for a calmer, gentler temperament and improved health compared to traditional German Shepherds",,,Herding,"Developed in the 1970s in New York by Tina Barber, who crossed larger old-style German Shepherds with Alaskan Malamutes and other breeds to create a larger, calmer shepherd with focus on sound hips, stable temperament, reduced hip dysplasia, and family companionship",ls767UKreG,"{'imperial': 'Male: 100-130; Female: 80-100', 'metric': 'Male: 45-59; Female: 36-45'}","{'imperial': 'Male: 28-30; Female: 26-28', 'metric': 'Male: 71-76; Female: 66-71'}","{'id': 'ls767UKreG', 'url': 'https://cdn4.thedogapi.com/optimized/ls767UKreG.jpg', 'width': 1136, 'height': 944}",Male: 45-59; Female: 36-45,36.0,59.0,46.25,Male: 71-76; Female: 66-71,66.0,76.0,71.0,9.0,14.0,11.5,large,"['Calm', 'gentle', 'intelligent', 'loyal', 'confident', 'affectionate']"
226,Siberian Husky,2,12-14,"Friendly, outgoing, intelligent, alert, gentle, independent, energetic","Siberia, Russia",RU,RU,"Medium-sized, athletic working sled dog with thick double coat, striking wolf-like appearance, and erect triangular ears, bred for endurance sledding in harsh arctic conditions",,,Working,"Developed by the Chukchi people of Siberia as an endurance sled dog for transportation in harsh arctic conditions. Brought to Alaska in 1908 for sled dog racing, gained fame during the 1925 serum run to Nome, and recognized by AKC in 1930.",y8p3WCHoxH,"{'imperial': 'Male: 45-60; Female: 35-50', 'metric': 'Male: 20-27; Female: 16-23'}","{'imperial': 'Male: 21-23.5; Female: 20-22', 'metric': 'Male: 53-60; Female: 51-56'}","{'id': 'y8p3WCHoxH', 'url': 'https://cdn4.thedogapi.com/optimized/y8p3WCHoxH.jpg', 'width': 1216, 'height': 880}",Male: 20-27; Female: 16-23,16.0,27.0,21.5,Male: 53-60; Female: 51-56,51.0,60.0,55.0,12.0,14.0,13.0,medium,"['Friendly', 'outgoing', 'intelligent', 'alert', 'gentle', 'independent', 'energetic']"
232,Smooth Fox Terrier,2,12-15,"Energetic, alert, intelligent, friendly, courageous, playful",England,GB,GB,"Compact, energetic terrier with a predominantly white, short, smooth coat and keen, alert expression. This sturdy, medium-sized breed combines intelligence with the bold, lively spirit characteristic of terriers.",,,Terrier,"Developed in England in the 18th-19th century for fox hunting, with their primary role being to 'bolt' foxes from dens. Refined from various terrier breeds and hounds, standardized by English foxhunters. Smooth and Wire Fox Terriers were considered one breed until 1985.",lhpcfYROeC,"{'imperial': 'Male: 17-19; Female: 15-17', 'metric': 'Male: 8-8.5; Female: 7-7.5'}","{'imperial': 'Male: 15-15.5; Female: 14-15', 'metric': 'Male: 38-39; Female: 36-38'}","{'id': 'lhpcfYROeC', 'url': 'https://cdn4.thedogapi.com/optimized/lhpcfYROeC.jpg', 'width': 1120, 'height': 944}",Male: 8-8.5; Female: 7-7.5,7.0,8.5,7.75,Male: 38-39; Female: 36-38,36.0,39.0,37.75,12.0,15.0,13.5,small,"['Energetic', 'alert', 'intelligent', 'friendly', 'courageous', 'playful']"
233,Soft Coated Wheaten Terrier,2,12-15,"Friendly, happy, intelligent, devoted, energetic",Ireland,IE,IE,"Medium-sized, hardy and agile terrier distinguished by its soft, silky, gently waving coat of warm wheaten color and lively expression. Known for their joyful, affectionate nature with a steady, confident temperament.",,,Terrier,"Ancient Irish breed developed over 200 years as versatile farm dog for herding, guarding property, and vermin control. Known as the 'poor man's Wolfhound,' gained official recognition from Irish Kennel Club in 1937 and AKC in 1973.",ikOLxquC5T,"{'imperial': 'Male: 35-40; Female: 30-35', 'metric': 'Male: 16-18; Female: 14-16'}","{'imperial': 'Male: 18-19; Female: 17-18', 'metric': 'Male: 46-48; Female: 43-46'}","{'id': 'ikOLxquC5T', 'url': 'https://cdn4.thedogapi.com/optimized/ikOLxquC5T.jpg', 'width': 1136, 'height': 928}",Male: 16-18; Female: 14-16,14.0,18.0,16.0,Male: 46-48; Female: 43-46,43.0,48.0,45.75,12.0,15.0,13.5,medium,"['Friendly', 'happy', 'intelligent', 'devoted', 'energetic']"
235,Spanish Water Dog,2,12-14,"Loyal, intelligent, work-focused, athletic, energetic, alert",Spain,ES,ES,"Medium-sized rustic water dog with distinctive curly woolly coat, athletic build, and versatile multi-purpose working ability",,,Herding,"Ancient all-purpose farm dog from the Iberian Peninsula, used for centuries in Spain for herding livestock, retrieving waterfowl for hunters, and assisting fishermen. Nearly extinct but successfully revived in the 1970s",debAsDVfps,"{'imperial': 'Male: 40-49; Female: 31-40', 'metric': 'Male: 18-22; Female: 14-18'}","{'imperial': 'Male: 17.5-19.75; Female: 15.75-18', 'metric': 'Male: 44-50; Female: 40-46'}","{'id': 'debAsDVfps', 'url': 'https://cdn4.thedogapi.com/optimized/debAsDVfps.jpg', 'width': 976, 'height': 1088}",Male: 18-22; Female: 14-18,14.0,22.0,18.0,Male: 44-50; Female: 40-46,40.0,50.0,45.0,12.0,14.0,13.0,medium,"['Loyal', 'intelligent', 'work-focused', 'athletic', 'energetic', 'alert']"
236,Spinone Italiano,2,10-12,"Gentle, patient, loyal, intelligent, docile, affectionate",Italy,IT,IT,"Large, robust, and muscular hunting dog with a distinctive dense wiry coat, expressive beard and eyebrows, and patient gentle expression. Built for all-terrain hunting with a rugged yet versatile build and methodical hunting style.",,,Sporting,"Ancient Italian breed from the Piedmont region dating back to 500 BC, developed as a versatile gundog for hunting in dense, thorny terrain. Known since at least the Renaissance and valued for tracking, pointing and retrieving. The breed faced near extinction after World War II but was revived by dedicated enthusiasts.",AO4eNHKHfu,"{'imperial': 'Male: 70-82; Female: 61-71', 'metric': 'Male: 32-37; Female: 28-32'}","{'imperial': 'Male: 23-27; Female: 22-25', 'metric': 'Male: 58-69; Female: 56-64'}","{'id': 'AO4eNHKHfu', 'url': 'https://cdn4.thedogapi.com/optimized/AO4eNHKHfu.jpg', 'width': 1200, 'height': 896}",Male: 32-37; Female: 28-32,28.0,37.0,32.25,Male: 58-69; Female: 56-64,56.0,69.0,61.75,10.0,12.0,11.0,large,"['Gentle', 'patient', 'loyal', 'intelligent', 'docile', 'affectionate']"
238,Staffordshire Bull Terrier,2,12-14,"Courageous, intelligent, affectionate, loyal, confident, energetic","Staffordshire, England",GB,GB,"Compact, muscular, and stocky terrier with broad head and strong build, known for great strength, agility, courage, and affectionate nature with family",,,Terrier,"Developed in 19th-century Staffordshire, England by crossing bulldogs with local terriers for bull-baiting and dog fighting. After these sports were banned, breeders refined the breed into the affectionate and reliable family companion known today",zHMHibdcLN,"{'imperial': 'Male: 28-38; Female: 24-34', 'metric': 'Male: 13-17; Female: 11-15'}","{'imperial': '14-16', 'metric': '36-41'}","{'id': 'zHMHibdcLN', 'url': 'https://cdn4.thedogapi.com/optimized/zHMHibdcLN.jpg', 'width': 896, 'height': 1184}",Male: 13-17; Female: 11-15,11.0,17.0,14.0,36-41,36.0,41.0,38.5,12.0,14.0,13.0,medium,"['Courageous', 'intelligent', 'affectionate', 'loyal', 'confident', 'energetic']"
239,Standard Schnauzer,2,,"Intelligent, alert, energetic, loyal, protective, devoted",Germany,DE,DE,"Medium-sized, robust dog with distinctive beard and eyebrows, square build and wiry coat. An intelligent, high-spirited breed that serves as both a versatile working dog and loyal companion.",,,Working,"The original Schnauzer breed dating back to the Middle Ages in Germany, developed as versatile farm dogs for guarding property, herding livestock, ratting and exterminating vermin. Recognized by AKC since 1904.",nzjOKufQGP,"{'imperial': 'Male: 35-50; Female: 30-45', 'metric': 'Male: 16-23; Female: 14-20'}","{'imperial': 'Male: 18.5-19.5; Female: 17.5-18.5', 'metric': 'Male: 47-50; Female: 44-47'}","{'id': 'nzjOKufQGP', 'url': 'https://cdn4.thedogapi.com/optimized/nzjOKufQGP.jpg', 'width': 1200, 'height': 896}",Male: 16-23; Female: 14-20,14.0,23.0,18.25,Male: 47-50; Female: 44-47,44.0,50.0,47.0,,,,medium,"['Intelligent', 'alert', 'energetic', 'loyal', 'protective', 'devoted']"
242,Swedish Vallhund,2,12-15,"Alert, energetic, friendly, intelligent, courageous, playful, eager to please",Sweden,SE,SE,"Small, powerful spitz-type herding dog with short legs, pointed ears, curled tail, and distinctive wolf-like markings. This ancient and fearless breed is often referred to as 'the Viking dog' and features a weather-resistant double coat.",,,Herding,"Ancient Swedish breed dating back over 1,000 years to the Viking era, used as an all-purpose farm dog for herding cattle, vermin control, and guarding. Also called Västgötaspets, believed to share ancestry with the Welsh Corgi. Recognized by Swedish Kennel Club in 1943, AKC in 2007.",IfaS21KAcV,"{'imperial': '20-35', 'metric': '9-16'}","{'imperial': 'Male: 12.5-13.75; Female: 11.5-12.75', 'metric': 'Male: 32-35; Female: 29-33'}","{'id': 'IfaS21KAcV', 'url': 'https://cdn4.thedogapi.com/optimized/IfaS21KAcV.jpg', 'width': 1264, 'height': 832}",9-16,9.0,16.0,12.5,Male: 32-35; Female: 29-33,29.0,35.0,32.25,12.0,15.0,13.5,small,"['Alert', 'energetic', 'friendly', 'intelligent', 'courageous', 'playful', 'eager to please']"
243,Thai Ridgeback,2,12-13,"Intelligent, loyal, independent, protective, athletic, alert",Thailand,TH,TH,"An ancient, medium-sized hound known for the distinctive ridge of hair running along its back, with a muscular, athletic build and an independent, protective nature",,,Hound,"An ancient, primitive breed native to eastern Thailand, developed for hunting small game, vermin control, and serving as a guard dog. Its isolation in the region preserved its unique characteristics, including the dorsal ridge, for centuries. One of only three breeds with hair ridge.",niUi2k5cdI,"{'imperial': 'Male: 50-75; Female: 35-55', 'metric': 'Male: 23-34; Female: 16-25'}","{'imperial': 'Male: 22-24; Female: 20-22', 'metric': 'Male: 56-61; Female: 51-56'}","{'id': 'niUi2k5cdI', 'url': 'https://cdn4.thedogapi.com/optimized/niUi2k5cdI.jpg', 'width': 1248, 'height': 848}",Male: 23-34; Female: 16-25,16.0,34.0,24.5,Male: 56-61; Female: 51-56,51.0,61.0,56.0,12.0,13.0,12.5,medium,"['Intelligent', 'loyal', 'independent', 'protective', 'athletic', 'alert']"
244,Tibetan Mastiff,2,10-12,"Independent, protective, intelligent, loyal, calm",Tibet,CN,CN,"An ancient and imposing guardian breed with massive size, noble bearing, and dense double coat. Known for its independent nature, impressive presence, and deep, powerful bark.",,,Working,"Ancient guardian breed developed in the isolated Himalayas, used by Tibetan nomads and monasteries to protect livestock, villages, and property. Considered a progenitor of many modern mastiff breeds.",xmzLo9U9nV,"{'imperial': 'Male: 100-160; Female: 75-120', 'metric': 'Male: 45-73; Female: 34-54'}","{'imperial': 'Male: 26-29; Female: 24-27', 'metric': 'Male: 66-74; Female: 61-69'}","{'id': 'xmzLo9U9nV', 'url': 'https://cdn4.thedogapi.com/optimized/xmzLo9U9nV.jpg', 'width': 1264, 'height': 848}",Male: 45-73; Female: 34-54,34.0,73.0,51.5,Male: 66-74; Female: 61-69,61.0,74.0,67.5,10.0,12.0,11.0,large,"['Independent', 'protective', 'intelligent', 'loyal', 'calm']"
245,Tibetan Spaniel,2,12-15,"Intelligent, alert, independent, playful, confident, affectionate",Tibet,CN,CN,"Small, compact companion breed with a silky double coat and lion-like mane around the face, known as a 'little lion'. Originally bred by Buddhist monks as monastery watchdogs and companions, featuring an alert expression and confident demeanor.",,,Non-Sporting,"Ancient breed prized in Tibetan monasteries for over 2,000 years, developed by Buddhist monks to serve as companions and watchdogs on monastery walls. Often given as treasured gifts to royalty and dignitaries.",Uz9mTebSzn,"{'imperial': '9-15', 'metric': '4-7'}","{'imperial': '9.5-11', 'metric': '24-28'}","{'id': 'Uz9mTebSzn', 'url': 'https://cdn4.thedogapi.com/optimized/Uz9mTebSzn.jpg', 'width': 1264, 'height': 848}",4-7,4.0,7.0,5.5,24-28,24.0,28.0,26.0,12.0,15.0,13.5,small,"['Intelligent', 'alert', 'independent', 'playful', 'confident', 'affectionate']"
246,Tibetan Terrier,2,12-16,"Affectionate, intelligent, loyal, alert, playful",Tibet,CN,CN,"Medium-sized, squarely built dog with profuse double coat and snowshoe-like feet, known as the 'Holy Dog of Tibet.' Originally bred as companions, watchdogs, and herders in Tibetan monasteries with expressive eyes and protective long coat.",,,Non-Sporting,"Ancient breed developed over 2,000 years ago by Buddhist monasteries in Tibet as cherished companions, watchdogs, and herders. Known as 'Holy Dogs' and 'luck bringers,' they were never sold but only given as gifts. Introduced to the Western world in the 1920s.",YpsoizHqV5,"{'imperial': '18-30', 'metric': '8-14'}","{'imperial': '14-17', 'metric': '36-43'}","{'id': 'YpsoizHqV5', 'url': 'https://cdn4.thedogapi.com/optimized/YpsoizHqV5.jpg', 'width': 992, 'height': 1072}",8-14,8.0,14.0,11.0,36-43,36.0,43.0,39.5,12.0,16.0,14.0,small,"['Affectionate', 'intelligent', 'loyal', 'alert', 'playful']"
248,Toy Fox Terrier,2,,"Alert, intelligent, energetic, friendly, playful, loyal, outgoing",United States,US,US,"Small, athletic, elegant terrier with short, fine coat and alert, lively demeanor, combining toy breed size with true terrier temperament and the spirit of a larger dog",,,Toy,"Developed in the early 20th century in the United States by crossing small Smooth Fox Terriers with toy breeds including Chihuahuas, Manchester Terriers, and Italian Greyhounds to create a smaller, versatile companion and ratter. Recognized by the AKC in 2003.",5BVhG81gSe,"{'imperial': '3.5-7', 'metric': '1.6-3.2'}","{'imperial': '8.5-11.5', 'metric': '22-29'}","{'id': '5BVhG81gSe', 'url': 'https://cdn4.thedogapi.com/optimized/5BVhG81gSe.jpg', 'width': 1120, 'height': 960}",1.6-3.2,1.6,3.2,2.4000000000000004,22-29,22.0,29.0,25.5,,,,small,"['Alert', 'intelligent', 'energetic', 'friendly', 'playful', 'loyal', 'outgoing']"
250,Treeing Walker Coonhound,2,12-13,"Intelligent, confident, friendly, energetic, courageous, alert",United States,US,US,"Medium to large athletic scent hound with distinctive tricolor coat, bred for tracking and treeing raccoons and other game in rugged terrain. Known for swift endurance, intelligence, and distinctive baying voice.",,,Hound,"Developed from English Foxhounds brought to colonial America in 1742, specifically refined by Tennessee breeder Thomas Walker and the Walker family in the 1800s for speed, endurance, and ability to track and tree raccoons in American terrain.",kGruq6EvlB,"{'imperial': '50-70', 'metric': '23-32'}","{'imperial': 'Male: 22-27; Female: 20-25', 'metric': 'Male: 56-69; Female: 51-64'}","{'id': 'kGruq6EvlB', 'url': 'https://cdn4.thedogapi.com/optimized/kGruq6EvlB.jpg', 'width': 1200, 'height': 896}",23-32,23.0,32.0,27.5,Male: 56-69; Female: 51-64,51.0,69.0,60.0,12.0,13.0,12.5,large,"['Intelligent', 'confident', 'friendly', 'energetic', 'courageous', 'alert']"
251,Vizsla,2,12-14,"Energetic, affectionate, gentle, intelligent, athletic",Hungary,HU,HU,"Medium-sized, energetic and graceful gundog of Hungarian origin with a sleek, golden-rust colored coat and athletic build. Known for their affectionate, gentle nature, they are versatile hunters and eager companions with high energy drive.",,,Sporting,"Ancient Hungarian sporting breed descended from hunting dogs of the Magyar tribes who settled in Hungary over a thousand years ago. Developed as a versatile pointer-retriever by Hungarian nobility, the breed nearly faced extinction after World War II but was preserved and re-established by dedicated enthusiasts.",UAHks1q5iR,"{'imperial': 'Male: 55-60; Female: 44-55', 'metric': 'Male: 25-27; Female: 20-25'}","{'imperial': 'Male: 22-24; Female: 21-23', 'metric': 'Male: 56-61; Female: 53-58'}","{'id': 'UAHks1q5iR', 'url': 'https://cdn4.thedogapi.com/optimized/UAHks1q5iR.jpg', 'width': 1008, 'height': 1056}",Male: 25-27; Female: 20-25,20.0,27.0,24.25,Male: 56-61; Female: 53-58,53.0,61.0,57.0,12.0,14.0,13.0,medium,"['Energetic', 'affectionate', 'gentle', 'intelligent', 'athletic']"
253,Weimaraner,2,10-13,"Energetic, intelligent, loyal, friendly, alert, courageous, athletic","Weimar, Germany",DE,DE,"Large, sleek, athletic sporting dog with distinctive silver-gray coat and striking amber or blue-gray eyes, known for speed, stamina, and intelligence. Originally bred for hunting large game, earning the nickname 'Gray Ghost' for its coat and stealth.",,,Sporting,"Developed at the court of Weimar, Germany, in the early 19th century by German nobility who sought to create an all-around hunting dog for large game. The breed's parentage was a closely guarded secret for many years.",oYrtCTqH9l,"{'imperial': 'Male: 70-90; Female: 55-75', 'metric': 'Male: 32-41; Female: 25-34'}","{'imperial': 'Male: 25-27; Female: 23-25', 'metric': 'Male: 64-69; Female: 58-64'}","{'id': 'oYrtCTqH9l', 'url': 'https://cdn4.thedogapi.com/optimized/oYrtCTqH9l.jpg', 'width': 944, 'height': 1136}",Male: 32-41; Female: 25-34,25.0,41.0,33.0,Male: 64-69; Female: 58-64,58.0,69.0,63.75,10.0,13.0,11.5,large,"['Energetic', 'intelligent', 'loyal', 'friendly', 'alert', 'courageous', 'athletic']"
254,Welsh Springer Spaniel,2,12-15,"Friendly, loyal, energetic, intelligent, affectionate, eager to please",Wales,GB,GB,"Medium-sized, compact gundog with a distinctive red and white coat and straight, silky feathering. Known for its happy disposition, boundless energy, and versatility in the field as a sporting spaniel built for endurance.",,,Sporting,"Ancient Welsh breed developed as a versatile gundog to flush and retrieve game birds, mentioned in Welsh laws dating to 300 AD. Officially recognized as distinct from other land spaniels by The Kennel Club in 1902 and AKC in 1906.",yRhKp8FeFn,"{'imperial': 'Male: 40-55; Female: 35-50', 'metric': 'Male: 18-25; Female: 16-23'}","{'imperial': 'Male: 18-19; Female: 17-18', 'metric': 'Male: 46-48; Female: 43-46'}","{'id': 'yRhKp8FeFn', 'url': 'https://cdn4.thedogapi.com/optimized/yRhKp8FeFn.jpg', 'width': 1200, 'height': 880}",Male: 18-25; Female: 16-23,16.0,25.0,20.5,Male: 46-48; Female: 43-46,43.0,48.0,45.75,12.0,15.0,13.5,medium,"['Friendly', 'loyal', 'energetic', 'intelligent', 'affectionate', 'eager to please']"
256,West Highland White Terrier,2,,"Confident, alert, playful, loyal, independent",Scotland,GB,GB,"Small, sturdy, and confident terrier from Scotland, characterized by its distinctive dense white double coat, bright inquisitive expression, and lively personality",,,Terrier,"Developed in the Scottish Highlands to hunt fox, badger, and other vermin. Colonel Edward Donald Malcolm of Poltalloch is credited with developing the modern white breed after one of his reddish terriers was mistaken for a fox and shot, leading him to breed only for white dogs to avoid future hunting accidents",9Vh5N533hN,"{'imperial': 'Male: 15-22; Female: 13-16', 'metric': 'Male: 7-10; Female: 6-7'}","{'imperial': 'Male: 10-11; Female: 9-10', 'metric': 'Male: 25-28; Female: 23-26'}","{'id': '9Vh5N533hN', 'url': 'https://cdn4.thedogapi.com/optimized/9Vh5N533hN.jpg', 'width': 1120, 'height': 944}",Male: 7-10; Female: 6-7,6.0,10.0,7.5,Male: 25-28; Female: 23-26,23.0,28.0,25.5,,,,small,"['Confident', 'alert', 'playful', 'loyal', 'independent']"
257,Whippet,2,12-15,"Gentle, affectionate, calm, intelligent, playful",England,GB,GB,"Medium-sized, sleek sighthound known for its elegant athletic build with distinctive 'inverted S' shape, explosive bursts of speed, and gentle nature. Originally known as the 'poor man's racehorse'.",,,Hound,"Developed in Northern England during the 18th-19th centuries by working-class families, crossing small Greyhounds with fast terriers for rabbit coursing and racing. Recognized by AKC and The Kennel Club.",I9Bo3DVtQw,"{'imperial': '25-40', 'metric': '11-18'}","{'imperial': 'Male: 19-22; Female: 18-21', 'metric': 'Male: 48-56; Female: 46-53'}","{'id': 'I9Bo3DVtQw', 'url': 'https://cdn4.thedogapi.com/optimized/I9Bo3DVtQw.jpg', 'width': 1152, 'height': 928}",11-18,11.0,18.0,14.5,Male: 48-56; Female: 46-53,46.0,56.0,50.75,12.0,15.0,13.5,medium,"['Gentle', 'affectionate', 'calm', 'intelligent', 'playful']"
258,White Shepherd,2,12-14,"Intelligent, loyal, alert, confident, courageous, gentle","Germany/Switzerland, developed further in North America",DE,DE,"A direct descendant of the German Shepherd Dog, the White Shepherd is a large, athletic working dog with erect ears, striking white double coat, and confident demeanor. Known for its noble expression and versatile capabilities as an intelligent herding breed.",,,Herding,"Developed from white-coated German Shepherd Dogs. When white coats were deemed a fault by German breed clubs in the 1930s, fanciers in North America and Europe continued breeding them separately, eventually establishing the White Shepherd as a distinct breed recognized by various registries including UKC and FCI (as Berger Blanc Suisse).",68ljzL8GYr,"{'imperial': 'Male: 77-88; Female: 55-70', 'metric': 'Male: 35-40; Female: 25-32'}","{'imperial': 'Male: 24-26; Female: 22-24', 'metric': 'Male: 61-66; Female: 56-61'}","{'id': '68ljzL8GYr', 'url': 'https://cdn4.thedogapi.com/optimized/68ljzL8GYr.jpg', 'width': 1248, 'height': 848}",Male: 35-40; Female: 25-32,25.0,40.0,33.0,Male: 61-66; Female: 56-61,56.0,66.0,61.0,12.0,14.0,13.0,large,"['Intelligent', 'loyal', 'alert', 'confident', 'courageous', 'gentle']"
259,Wire Fox Terrier,2,12-15,"Alert, confident, energetic, intelligent, playful",England,GB,GB,"Small, compact terrier with distinctive dense wiry coat, beard, and alert expression. This bold, energetic breed was developed for fox hunting and combines confidence with an independent spirit.",,,Terrier,"Developed in England in the 18th-19th century for fox hunting, working to bolt foxes above and below ground alongside hounds. One of the oldest terrier breeds recognized by major kennel clubs.",lYxCEtfMI1,"{'imperial': 'Male: 17-19; Female: 15-17', 'metric': 'Male: 7.7-8.6; Female: 6.8-7.7'}","{'imperial': 'Male: 15-15.5; Female: 14-15.5', 'metric': 'Male: 38-39; Female: 36-39'}","{'id': 'lYxCEtfMI1', 'url': 'https://cdn4.thedogapi.com/optimized/lYxCEtfMI1.jpg', 'width': 1136, 'height': 944}",Male: 7.7-8.6; Female: 6.8-7.7,6.8,8.6,7.7,Male: 38-39; Female: 36-39,36.0,39.0,38.0,12.0,15.0,13.5,small,"['Alert', 'confident', 'energetic', 'intelligent', 'playful']"
260,Wirehaired Pointing Griffon,2,12-15,"Friendly, intelligent, eager to please, loyal, energetic",Netherlands/France,FR,FR,"Medium-sized versatile gundog with distinctive harsh, wiry coat and characteristic beard and eyebrows. Known as the 'supreme gundog' with excellent pointing and retrieving abilities and an intelligent, friendly disposition.",,,Sporting,"Developed in the late 19th century by Dutch breeder Eduard Korthals, who worked in both Germany and France. His goal was to create the ultimate versatile walking-hunter's gun dog by crossing various pointing breeds, spaniels, and retrievers. Often called 'Korthals Griffon' in his honor.",fMSaUQg2IP,"{'imperial': 'Male: 50-70; Female: 35-60', 'metric': 'Male: 23-32; Female: 16-27'}","{'imperial': 'Male: 22-24; Female: 20-22', 'metric': 'Male: 56-61; Female: 51-56'}","{'id': 'fMSaUQg2IP', 'url': 'https://cdn4.thedogapi.com/optimized/fMSaUQg2IP.jpg', 'width': 880, 'height': 1216}",Male: 23-32; Female: 16-27,16.0,32.0,24.5,Male: 56-61; Female: 51-56,51.0,61.0,56.0,12.0,15.0,13.5,medium,"['Friendly', 'intelligent', 'eager to please', 'loyal', 'energetic']"
261,Wirehaired Vizsla,2,12-14,"Energetic, loyal, intelligent, affectionate, gentle",Hungary,HU,HU,"Medium-sized Hungarian sporting dog with a distinctive dense, wiry coat and golden rust coloring. Features a robust yet lean build and versatile hunting ability, bred for pointing and retrieving in harsh terrain.",,,Sporting,Developed in Hungary in the 1930s by crossing the smooth-coated Vizsla with German Wirehaired Pointers to create a wire-coated hunting dog with weather-resistant coat suitable for harsh terrain and cold water,kjHLge9m58,"{'imperial': 'Male: 55-65; Female: 45-55', 'metric': 'Male: 25-29; Female: 20-25'}","{'imperial': 'Male: 23-25; Female: 21.5-23', 'metric': 'Male: 58-64; Female: 55-58'}","{'id': 'kjHLge9m58', 'url': 'https://cdn4.thedogapi.com/optimized/kjHLge9m58.jpg', 'width': 1200, 'height': 896}",Male: 25-29; Female: 20-25,20.0,29.0,24.75,Male: 58-64; Female: 55-58,55.0,64.0,58.75,12.0,14.0,13.0,medium,"['Energetic', 'loyal', 'intelligent', 'affectionate', 'gentle']"
262,Xoloitzcuintli,2,,"Calm, loyal, alert, intelligent, affectionate, protective",Mexico,MX,MX,"Ancient hairless breed from Mexico available in three sizes (toy, miniature, and standard) and two coat varieties (hairless and coated), known for its loyal, calm, and alert temperament",,,Non-Sporting,"Ancient breed dating back over 3,000 years with archaeological evidence of existence in Mexico. Highly prized by Aztecs, Maya, and other ancient cultures as companions, healers, guards, and ceremonial dogs. According to myth, believed to guide souls to the afterlife. Nearly extinct but revived in 1950s and recognized by AKC in three sizes.",owYeoJuOc7,"{'imperial': '10-55', 'metric': '4.5-25'}","{'imperial': '10-23.5', 'metric': '25-60'}","{'id': 'owYeoJuOc7', 'url': 'https://cdn4.thedogapi.com/optimized/owYeoJuOc7.jpg', 'width': 1264, 'height': 848}",4.5-25,4.5,25.0,14.75,25-60,25.0,60.0,42.5,,,,medium,"['Calm', 'loyal', 'alert', 'intelligent', 'affectionate', 'protective']"
264,Yorkshire Terrier,2,12-16,"Confident, courageous, energetic, affectionate, alert, intelligent","Yorkshire, England",GB,GB,"Small toy terrier with long, silky steel blue and golden tan coat and confident, spirited personality. Despite their tiny size, these feisty dogs possess the bold terrier temperament in a compact package.",,,Toy,"Developed during the Industrial Revolution in Yorkshire and Lancashire by Scottish weavers and mill workers. Bred to catch rats in textile mills and mines, combining various terrier breeds including the now-extinct Paisley and Clydesdale Terriers.",EBxFXxL6xN,"{'imperial': '4-7', 'metric': '1.8-3.2'}","{'imperial': '7-8', 'metric': '18-20'}","{'id': 'EBxFXxL6xN', 'url': 'https://cdn4.thedogapi.com/optimized/EBxFXxL6xN.jpg', 'width': 928, 'height': 1152}",1.8-3.2,1.8,3.2,2.5,18-20,18.0,20.0,19.0,12.0,16.0,14.0,small,"['Confident', 'courageous', 'energetic', 'affectionate', 'alert', 'intelligent']"
